Ano;Sigla;Região;Estado;Sigla da IES;g_IGC (Faixa);IGC (Contínuo);g_Cursos com CPC no triênio;g_Conceito Médio de Graduação;g_Conceito Médio de Mestrado;g_Conceito Médio do Doutorado;g_Alfa;g_Beta;g_Gama;Número de instituições (IGC);Medida IGC
2013;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2014;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2015;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2016;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2017;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2018;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2019;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2020;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2021;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2022;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2023;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2024;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2013;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2014;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2015;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2016;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2017;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2018;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2019;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2020;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2021;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2022;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2023;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2024;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
